Book_Id,ISBN,My_Rating,Date_Read,Date_Added,Bookshelves,Exclusive_Shelf,My_Review,Spoiler,Private_Notes,Read_Count,Original_Purchase_Date
18634887,,4,20/03/2016,15/03/2016,"library, aww-2016",read,,,,1,
27286873,,5,5/01/2016,27/12/2015,library,read,"I was in primary school when these events took place, and remember the disbelief that such a thing could happen in Sydney. Graeme Thorne's parents had won Â£100,000 in the Opera House lottery and their names and address were published widely, as was the case in those days. <br/><br/>Mark Tedeschi tells very clearly the steps taken to locate Graeme, and later his killer.  The investigation relied on forensic evidence, which was a new thing in Australia, and was very thorough.<br/><br/>This was a very interesting book, a well-written presentation of the facts as interpreted by Mark Tedeschi, who is the Senior Crown Prosecutor for New South Wales, and so has much experience in such cases.<br/><br/>One thing that particularly surprised me was that there was nothing in the statutes of NSW to cover kidnapping for ransom. There had never been such a crime prior to 1960, and none since.",,,1,
14741730,,0,15/03/2016,9/03/2016,aww-2016,read,,,,1,
28103207,143780174,4,8/03/2016,31/01/2016,aww-2016,read,,,,1,
11102852,,3,28/02/2016,22/02/2016,"library, aww-2016",read,,,,1,
256683,1416914285,4,21/02/2016,14/02/2016,library-ebook,read,I surprised myself by quite liking this book. I'm not normally a fan of the paranormal genre and was reading it for a challenge. I'll probably track down the rest of the series a little later in the year.,,,1,
10992,99911701,3,,13/06/2010,owned,read,,,,1,
10015965,,4,14/02/2016,8/02/2016,kindle,read,"Classic murder mystery, I thought it was very well done and am looking forward tomreading more in the series.",,,1,
17302559,316209279,2,10/02/2016,29/01/2016,"kindle, aww-2016",read,"This book didn't make me want to read the rest of the series to find out what happened to the characters Tyen and Rielle, because I just don't really care about them enough. It's a decent enough book but disappointing. The two main characters haven't found each other yet and not a lot has happened either. I originally started this because I was looking for a steampunk book, and found this listed as that genre. I don't think it fills the bill so maybe that added to my feelings about it.",,,1,
459386,312983603,4,27/01/2016,19/01/2016,library-ebook,read,,,,1,
10428708,593065700,4,19/01/2016,11/01/2016,kindle,read,,,,1,
11007587,446573019,2,11/01/2016,7/01/2016,library,read,"This is the first David Baldacci book I have read, and to say I was disappointed would be true. From the first page I was thinking of a Jack Reacher clone, and that didn't change all the way through.",,,1,
49130,439139597,4,,26/07/2011,owned,read,,,,1,
25193726,,3,3/01/2016,31/12/2015,"library-ebook, aww-2016",read,"First of all, romance is not my favourite genre. I usually want to knock people's heads together when they don't see what is going on, and when they don't talk to each other. This book is no exception. The idea behind it isn't bad, but ... Not my my taste, but not bad in its way.",,,1,
45108,553582461,4,31/12/2015,26/07/2011,"owned, kindle",read,,,,1,
82192,60548258,4,6/09/2015,30/08/2015,kindle,read,,,,1,
17802724,399159347,3,21/12/2015,17/12/2015,library-ebook,read,,,,1,
4527502,,3,17/12/2015,10/12/2015,library-ebook,read,,,,1,
45109,553582453,4,10/12/2015,26/07/2011,"owned, kindle",read,,,,1,
24940998,399163840,4,28/11/2015,25/11/2015,library-ebook,read,,,,1,
68488,6486010,5,25/11/2015,19/11/2015,"kindle, owned",read,,,,1,
32506,446690457,4,14/11/2015,8/11/2015,library-ebook,read,,,,1,
22729681,,4,8/11/2015,20/10/2015,kindle,read,,,,1,
22450859,1439199353,3,31/10/2015,26/10/2015,library,read,,,,1,
18342979,1921901489,3,24/10/2015,26/10/2015,library,read,,,,1,
6746018,1439152780,4,20/10/2015,11/10/2015,kindle,read,,,,1,
18453116,316252271,4,9/10/2015,5/10/2015,library,read,,,,1,
2002054,1741147107,3,11/10/2015,11/10/2015,"library-ebook, aww2015",read,,,,1,
49116,439136350,4,,26/07/2011,owned,read,,,,1,
9806641,,3,24/09/2015,23/09/2015,"library-ebook, aww2015",read,,,,1,
477362,307275477,4,27/09/2015,16/08/2015,kindle,read,"This book grew on me as I read. To begin with, it looked like being the standard psychologist-helps-police book, but then things changed. Joe has been diagnosed with Parkinson's disease and finds himself involved in murder, his marriage becomes shaky and life takes some unexpected turns. It's a good read, I'm going to continue with the series.",,,1,
17333227,316069515,4,5/10/2015,3/10/2015,library-ebook,read,,,,1,
17345258,1400065941,3,2/10/2015,17/05/2015,kindle,read,,,,1,
172735,586207872,4,23/09/2015,19/09/2015,kindle,read,,,,1,
194618,330344951,3,19/09/2015,13/09/2015,library-ebook,read,,,,1,
7260188,439023513,4,13/09/2015,12/09/2015,kindle,read,,,,1,
6148028,439023491,4,12/09/2015,11/12/2014,kindle,read,,,,1,
11885509,,4,30/08/2015,28/01/2012,kindle,read,,,,1,
5969756,706342208,4,26/08/2015,25/08/2015,"borrowed, aww2015",read,,,,1,
6352143,,4,4/07/2015,26/07/2011,"owned, kindle",read,,,,1,
24818632,,4,16/07/2015,10/07/2015,kindle,read,"I thought that Go Set A Watchman is really worth reading.  Jean Louise Finch comes home to Maycomb from New York for a holiday, and while she is there she discovers that her father, Atticus, is really a person with some flaws, rather than the perfect human being she has always believed him to be.   ",,,1,
21851912,,4,17/07/2015,17/07/2015,kindle,read,,,,1,
12879794,,4,21/07/2015,27/01/2015,kindle,read,,,,1,
20510868,,5,11/08/2015,22/07/2015,"kindle, aww2015",read,"This is one of the best books I've read for quite a while. It tells the story of the parents, particularly the mothers, of the new kindergarten class at Pirriwee Public School, the friendships between them and a few rivalries too. The friends have their secrets and some lies.  The book explores some very serious issues but is never dark. <br/><br/>And there is a mystery too! Just what happened at the trivia night? <br/><br/>This is the first of Liane Moriarty's books for me, but it definitely won't be the last.",,,1,
23389351,,4,11/08/2015,25/07/2015,kindle,read,,,,1,
10390347,,4,22/08/2015,16/08/2015,"kindle, owned",read,,,,1,
19174858,1741156513,4,24/08/2015,11/12/2014,"library-ebook, aww2015",read,,,,1,
438190,586200797,4,16/08/2015,12/08/2015,kindle,read,,,,1,
507157,553212583,5,,26/07/2011,owned,read,,,,1,
15723072,,5,3/08/2015,30/07/2015,"kindle, aww2015",read,"Kate Morton is becoming a favourite author.  This book tells the story of Grace Reeves and her involvement with the Hartford family of Riverton House where she was first a housemaid and later a lady's maid.  I found it a very enjoyable book, the parts of the story are well told and the ending was very neatly handled.",,,1,
498214,553565214,4,25/07/2015,21/07/2015,kindle,read,,,,1,
22548670,194021002X,4,14/07/2015,10/07/2015,kindle,read,"Miss Hazel is set in Mississippi at the start of the civil rights movement, and tells the stories of Hazel and Vida, who come together when Hazel starts drinking, crashes her car, is sent by her husband to what would now be called rehab, then requires care.  Her husband hires Vida, a black woman, to provide the care, and the two begin their journey.  They initially loathe each other, but come to share experiences and see things in a different light.  It's a very good read, specially if you like stories about developing relationships at crucial times in history.",,,1,
6303474,207175144,4,17/05/2015,15/05/2015,"borrowed, aww2015",read,,,,1,
8357992,440339340,4,9/07/2015,6/07/2015,kindle,read,,,,1,
6977769,385340583,4,6/07/2015,4/07/2015,kindle,read,,,,1,
68487,6480101,5,24/06/2015,15/06/2015,"kindle, owned",read,,,,1,
45107,6480098,5,15/06/2015,10/06/2015,kindle,read,,,,1,
2211221,385340567,4,7/06/2015,30/05/2015,kindle,read,,,,1,
20881071,316225932,5,31/05/2015,30/05/2015,kindle,read,,,,1,
15985347,425253546,4,24/04/2014,24/04/2014,"library-ebook, aww2014",read,"I stumbled across this book while looking for something else, and it turned out to be a good one. It is the second in the series about Dr Dody McCleland, who is the first female autopsy surgeon in London and works with the great Sir Bernard Spilsbury, ground-breaking pathologist of the time.<br/><br/>I liked this book for the crime/medical story, and for the glimpse of London in 1911, where it was not a good thing to be poor. Dody's sister, Florence, is involved in the Suffagette movement, and Dody works at a clinic for women, as well as her work for the Home Office.  ",,,1,
294546,1426421974,4,27/05/2015,26/05/2015,"aww2015, kindle",read,,,,1,
10428902,,5,28/10/2011,24/10/2011,kindle,read,,,,1,
3635880,706342496,4,15/05/2015,13/05/2015,"borrowed, aww2015",read,,,,1,
4459044,670917753,3,13/05/2015,13/05/2015,library,read,,,,1,
20926814,91958830,3,5/05/2015,2/05/2015,library,read,,,,1,
22213585,1250051193,4,1/05/2015,27/04/2015,"borrowed, aww2015",read,,,,1,
6303472,706342488,4,27/04/2015,24/04/2015,"borrowed, aww2015",read,,,,1,
15814529,544003470,4,24/04/2015,9/06/2013,library,read,,,,1,
12955425,,3,20/04/2015,14/04/2015,"aww2015, library",read,,,,1,
20933753,,4,14/04/2015,4/04/2015,"library, aww2015",read,,,,1,
20662728,006156155X,4,3/04/2015,29/03/2015,library,read,,,,1,
382843,1590582373,4,29/03/2015,29/01/2012,"kindle, aww2015",read,,,,1,
9547675,316127337,4,24/03/2015,19/03/2015,kindle,read,,,,1,
17333786,316243906,0,,2/08/2013,library-ebook,read,,,,1,
919874,60198311,4,19/03/2015,26/07/2011,kindle,read,,,,1,
20797077,,3,15/03/2015,12/03/2015,"library, aww2015",read,,,,1,
22731528,,3,26/02/2015,24/02/2015,"library, aww2015",read,"I must say that romance is not my favourite genre, I usually want to take the people to a small windowless room and leave them there to sort it out, to actually talk to each other and get things working again. This book was no exception to that reaction,  but it was quite a good read for its type. The Maxwell sisters come from a winery in the Margaret River region of Western Australia but have grown apart over the last few years. This is the story of their coming together  again.",,,1,
24771349,670078425,5,9/03/2015,28/02/2015,library,read,"Very, very interesting look at the great changes in Australian cricket between 2007 and 2014, this book tells us about the changes in administration, coaching and teams during the period.  Daniel Brettig writes for ESPNcricinfo and has had the opportunity to see all this happening.  I've read quite a few cricket books, and a lot of commentary through newspapers and so on, and found this to give a great perspective on a very interesting time for cricket in Australia.<br/><br/>One of the things that makes it so interesting is the number of direct quotes from players and officials involved, telling this reader more than I have seen before about these events.  That is what makes this book different, it's told by someone outside the official world of cricket in Australia, someone who is not involved with the team or administration but who has had the opportunity to observe closely and talk to those who were and are involved.",,,1,
31122,312181108,4,24/02/2015,17/02/2015,library,read,"I thoroughly enjoyed this book, which is coming-of-age story told by Cassandra Mortmain through her journal entries.  Cassandra is seventeen, and lives with her rather unusual family in a house attached to a castle. The book covers several months of her life, in which we see her changing from a young girl into a young woman, learn about her family, get a glimpse of what extreme poverty must be like, and then how things change when new people arrive to live in the local manor house.  It's set in the 1930s so a look at life then is also interesting.",,,1,
23620437,,1,17/02/2015,15/02/2015,kindle,read,,,,1,
19367226,62297236,2,14/02/2015,1/02/2015,library-ebook,read,,,,1,
16029889,1742751091,4,11/02/2015,27/01/2015,library,read,Very comprehensive  telling of the competition  between the English  and French  to map the Australian  coastline.  I  found it interesting  and well-written with quite a lot of detail.,,,1,
17373615,1922070254,0,30/01/2015,25/01/2015,library,read,,,,1,
22891784,1760111805,5,26/01/2015,22/01/2015,,read,"Allan Border wrote this book 20 years after retiring as a player, so his views on the game are very interesting.  He is still very involved in cricket so brings the views of a former player, captain, administrator and commentator to us, which are very enlightening.<br/><br/>I particularly liked his thoughts on the politics of the game, and also on the way the game has developed and continues to develop with Twenty20 games.  It's interesting that he thinks the only international matches should be a World Cup - couldn't agree more.<br/><br/>For anyone who enjoys cricket, this is a 'must-read'.",,,1,
83927,159058385X,4,22/01/2015,29/01/2012,aww2015,read,,,,1,
383028,385336691,0,19/01/2015,14/01/2015,kindle,read,,,,1,
76760,006103097X,5,15/01/2015,11/01/2015,kindle,read,"I think Matthew Scuddet is my favorite PI,he is such a complete character, full of contrasts and imperfections.  He is on the right side, but his best friend is a criminal.  He feels he has not been much of a father to his own sons, but has taken TJ the street kid under his wing.",,,1,
76759,380725355,4,12/01/2015,9/01/2015,kindle,read,,,,1,
17899384,316224553,5,9/01/2015,5/01/2015,kindle,read,,,,1,
15832513,857382241,4,5/01/2015,30/12/2014,kindle,read,,,,1,
16009172,1846556007,4,20/10/2014,13/10/2014,library,read,,,,1,
10305247,1849163847,4,29/12/2014,3/11/2013,kindle,read,,,,1,
32263,055381706X,4,24/12/2014,28/01/2014,kindle,read,,,,1,
4939112,1405038322,3,14/11/2014,6/01/2014,"aww2014, library-ebook",read,,,,1,
7607153,1405039272,3,19/12/2014,6/01/2014,"library-ebook, aww2014",read,,,,1,
97569,033038998X,4,16/12/2014,2/04/2014,library-ebook,read,,,,1,
234225,340839937,4,,13/06/2010,owned,read,,,,1,
27689,688003478,0,,11/12/2014,,read,,,,1,
22677216,,0,,11/12/2014,,read,,,,1,
2320876,1932859411,4,7/12/2014,6/12/2014,library-ebook,read,,,,1,
13600356,1616960841,2,2/12/2014,10/05/2014,kindle,read,,,,1,
9690778,553824813,3,3/12/2014,2/12/2014,library,read,,,,1,
16052816,1409130851,3,30/11/2014,29/11/2014,library,read,,,,1,
10521631,1456837818,3,30/11/2014,23/11/2014,library,read,"This book was written by John Barclay as a result of his trying to fins out more about his father, who had died when John was a small child.  He wrote it as a novel because of the almost complete lack of information about his father, and that works well. It's an interesting story, quite well told, except for one thing: there are so many non-verbs turned into verb forms that it really grated on me to the point that I was tempted at times to put the book away. Some examples: <br/>his thoughts disconsolated, he generoused whisky into the glass, mouthfulled water, phoenixed from his squat, prisoners raggeding from huts, berthed him widely, three months snailed past, awolled from camp<br/>And that is from a short morning's read, I gave up writing any more down.",,,1,
13151165,99572028,2,23/11/2014,19/11/2014,,read,,,,1,
294542,207191085,5,19/11/2014,16/11/2014,"aww2014, borrowed",read,,,,1,
294536,706355938,4,16/11/2014,13/11/2014,"aww2014, borrowed",read,,,,1,
50398,1593082649,5,10/11/2014,6/11/2014,,read,,,,1,
11984953,,4,4/11/2014,29/10/2014,kindle,read,,,,1,
864696,99428512,3,,2/09/2011,owned,read,,,,1,
18487023,,5,29/10/2014,26/10/2014,"library, aww2014",read,,,,1,
294535,706355954,5,26/10/2014,23/10/2014,"borrowed, aww2014",read,"I was probably nine or ten when I first read this book, followed by the rest of the series. I loved them then and enjoyed reading this again. I have most of the rest of the series available and am really looking forward to them.",,,1,
8407173,1742372627,4,5/10/2014,29/09/2014,library,read,,,,1,
1249643,778300897,3,21/10/2014,20/10/2014,library,read,,,,1,
19063,375831002,5,18/06/2010,13/06/2010,owned,read,,,,1,
12835220,,3,29/09/2014,18/09/2014,library,read,,,,1,
9347801,1841498831,3,18/09/2014,3/09/2014,library,read,,,,1,
1456034,61177075,1,3/09/2014,2/09/2014,library,read,,,,1,
18122,440238153,3,2/09/2014,28/08/2014,,read,,,,1,
7114825,1841498815,3,21/08/2014,15/08/2014,,read,,,,1,
16130559,1439102457,3,13/08/2014,8/08/2014,library,read,,,,1,
13272498,345515633,3,9/08/2014,5/08/2014,,read,,,,1,
17333223,316055433,3,5/08/2014,21/07/2014,library,read,,,,1,
13551202,,4,28/07/2012,21/07/2012,kindle,read,,,,1,
119324,679879250,4,17/07/2014,15/07/2014,,read,,,,1,
119322,679879242,4,13/07/2014,9/07/2014,,read,,,,1,
9785183,91937108,4,5/07/2014,5/07/2014,library,read,,,,1,
18668066,399171088,3,5/07/2014,29/06/2014,library,read,,,,1,
22611099,,5,6/06/2014,1/07/2014,aww2014,read,,,,1,
16116268,778315614,4,27/06/2014,26/06/2014,library,read,,,,1,
18214414,316206873,4,26/06/2014,19/06/2014,kindle,read,,,,1,
15781725,62207393,4,19/06/2014,13/06/2014,library,read,,,,1,
6000876,593062752,3,,13/06/2014,library,read,,,,1,
12913059,732293685,4,11/06/2014,9/06/2014,"library, aww2014",read,,,,1,
17707605,399158987,4,3/06/2014,7/09/2013,,read,,,,1,
11969363,1405040181,5,9/06/2014,22/05/2014,library,read,,,,1,
18923066,1409129217,5,25/05/2014,24/05/2014,borrowed,read,,,,1,
3915629,330441213,3,5/05/2014,30/04/2014,library-ebook,read,,,,1,
16065453,62089862,2,8/05/2014,6/05/2014,library,read,,,,1,
227443,014028009X,4,30/04/2014,25/12/2013,library-ebook,read,,,,1,
1,439785960,4,,13/06/2010,owned,read,,,,1,
17333319,316243914,4,16/03/2014,4/03/2014,"library-ebook, aww2014",read,"This is a fascinating book, the story of Agnes Magnusdottir, the last woman to be executed in Iceland.  It is interesting not only because of her story, but for the glimpses of life in Iceland in the late 1820s, which is so far removed from my own experience that I can't really begin to imagine what it must have been like.<br/><br/>Agnes has been convicted of murdering two men, and condemned to death by beheading.  Until sentence is carried out, she is sent to live with the family of District Officer Jon Jonsson on their farm, and the book tells of their lives until her sentence is carried out.<br/><br/>I liked this book very much.   ",,,1,
12988640,1439156379,3,23/04/2014,19/04/2014,library,read,,,,1,
15780550,,4,19/04/2014,15/04/2014,"library, aww2014",read,,,,1,
16160797,316206849,4,15/04/2014,13/07/2013,library,read,,,,1,
2767052,439023483,4,3/04/2014,14/12/2013,kindle,read,,,,1,
162925,752834509,4,31/03/2014,26/03/2014,kindle,read,,,,1,
24244,446613444,4,26/03/2014,22/03/2014,kindle,read,,,,1,
220968,440241022,0,22/03/2014,16/03/2014,kindle,read,,,,1,
31173,,4,,26/07/2011,owned,read,,,,1,
4666541,7284187,3,30/09/2013,30/08/2013,"kindle, owned",read,,,,1,
231562,440241014,5,27/02/2014,20/02/2014,kindle,read,,,,1,
13644820,1742610986,4,17/02/2014,9/02/2014,,read,"I found this book very interesting. I have read quite a bit about Ned Kelly over the years, and found this added a lot to my knowledge.  The book goes into great detail about the siege at Glenrowan, and although there is a lot of detail it is never overwhelming.  It is well-paced, and keeps track of quite a large cast of characters very clearly.",,,1,
13158800,1451681739,5,7/02/2014,10/04/2013,"aww2014, kindle",read,,,,1,
17405093,,4,28/01/2014,9/06/2013,"library, aww2014",read,,,,1,
18162353,1742379567,4,8/02/2014,8/02/2014,"library, aww2014",read,,,,1,
1053463,1841959952,4,,26/07/2011,library,read,,,,1,
13495034,316069434,4,1/02/2014,17/11/2012,kindle,read,,,,1,
7979073,1409113965,3,26/01/2014,23/01/2014,library,read,,,,1,
10465494,61451584,4,23/01/2014,14/01/2014,library,read,,,,1,
12782865,857382209,4,14/01/2014,11/01/2014,,read,,,,1,
18715267,732291828,3,11/01/2014,1/01/2014,library,read,,,,1,
1282954,60890681,0,,6/01/2014,,read,,,,1,
116473,60560711,0,,6/01/2014,,read,,,,1,
8576859,545278899,3,31/12/2013,28/12/2013,,read,,,,1,
8039625,1615580824,4,28/12/2013,12/03/2013,,read,,,,1,
1339024,1590583930,3,27/12/2013,25/12/2013,library-ebook,read,,,,1,
3407877,330449605,4,25/12/2013,20/12/2013,library-ebook,read,,,,1,
13508607,1439152802,5,19/12/2013,14/12/2013,library,read,,,,1,
9998705,1439102414,4,15/12/2013,12/12/2013,library,read,,,,1,
15990489,140911399X,3,11/12/2013,8/12/2013,library,read,,,,1,
10383936,1864710403,5,8/12/2013,24/11/2013,library,read,,,,1,
17191452,1444706004,4,,22/11/2013,kindle,read,,,,1,
1145381,1741146526,3,11/11/2013,9/11/2013,library,read,,,,1,
162921,752827480,4,9/11/2013,4/11/2013,kindle,read,,,,1,
14781507,316224588,5,4/11/2013,17/11/2012,,read,"Rebus is back, that is all.",,,1,
15946759,1447222725,3,31/10/2013,27/10/2013,library,read,,,,1,
15938775,857051865,4,27/10/2013,24/10/2013,library,read,,,,1,
12690454,1921518758,3,22/10/2013,17/11/2012,library,read,,,,1,
13030356,1439102430,3,17/10/2013,15/10/2013,,read,,,,1,
8726548,61946273,3,15/10/2013,13/10/2013,library,read,,,,1,
10664113,,4,12/10/2013,17/10/2012,,read,,,,1,
634407,312956738,4,,26/07/2011,library,read,,,,1,
3176194,732280370,4,,23/08/2011,owned,read,,,,1,
11799627,,4,,28/01/2012,kindle,read,,,,1,
82439,1842230433,3,2/04/2013,31/03/2013,kindle,read,,,,1,
5709037,042522838X,3,2/06/2013,29/05/2013,library,read,,,,1,
9300,99489988,3,3/07/2013,30/06/2013,library,read,,,,1,
9542439,184737459X,3,28/09/2013,19/09/2013,library,read,,,,1,
17302902,1447213238,0,,21/09/2013,to-read,to-read,,,,0,
10644930,1451627289,5,20/09/2013,10/01/2012,library,read,,,,1,
15776723,62015680,3,7/09/2013,6/09/2013,library,read,,,,1,
49421,6482988,5,,18/09/2011,owned,read,,,,1,
12724978,,3,2/08/2013,13/04/2013,library,read,,,,1,
32508,446612731,4,28/07/2013,15/07/2013,library,read,,,,1,
12875355,307959856,3,20/07/2013,27/01/2012,library,read,,,,1,
17434905,1921867760,4,15/07/2013,9/06/2013,library,read,,,,1,
10852027,399157867,4,17/06/2013,14/06/2013,library,read,,,,1,
262228,449003787,4,12/07/2013,9/07/2013,library,read,,,,1,
13408985,174261079X,4,30/06/2013,9/06/2013,library,read,,,,1,
455941,440241006,4,30/06/2013,24/06/2013,kindle,read,,,,1,
13547188,1439102759,3,23/06/2013,24/06/2013,library,read,,,,1,
9761911,1405040149,1,14/06/2013,12/06/2013,library,read,,,,1,
162938,752837486,4,12/06/2013,10/06/2013,kindle,read,,,,1,
8366074,99511665,4,10/06/2013,5/06/2013,library,read,,,,1,
82445,143005448,3,31/05/2013,31/05/2013,library,read,,,,1,
3712794,425225003,3,30/05/2013,29/05/2013,library,read,,,,1,
7981510,425236935,3,27/05/2013,25/05/2013,library,read,,,,1,
2933901,425221253,3,25/05/2013,20/05/2013,library,read,,,,1,
13497,055358202X,4,20/05/2013,17/10/2012,kindle,read,,,,1,
31476,380813734,4,28/04/2013,24/04/2013,kindle,read,,,,1,
12697396,,1,24/04/2013,20/04/2013,kindle,read,"If I could give this book less than 1 star, I would. I'm glad it was a free book from Amazon so I didn't waste any money on it. There was potential for an interesting story involving a newly-discovered manuscript by Shakespeare, but it's so full of impossibilities that make no sense at all.<br/><br/>The manuscript is discovered by a dealer in rare books, who sends it back to his daughter in the USA. Does she put it in the safe until her father returns from England as you would expect? No, she gives it to a professor of English literature who is directing a play for a very small group of actors. <br/><br/>I can't say any more about it because I gave up at this point. There are so many books worth reading that I couldn't waste any more time on it.",,,1,
102139,380714000,3,21/04/2013,14/04/2013,kindle,read,,,,1,
12338846,1921758627,5,14/04/2013,1/03/2013,borrowed,read,,,,1,
12973941,,1,7/04/2013,2/04/2013,library,read,,,,1,
15781447,765331748,2,31/03/2013,28/03/2013,library,read,,,,1,
13810,553564935,5,28/03/2013,22/03/2013,kindle,read,,,,1,
13812,553564943,5,21/03/2013,22/03/2013,kindle,read,,,,1,
162923,752837478,5,9/03/2013,4/03/2013,kindle,read,,,,1,
16091267,,0,4/03/2013,3/03/2013,library,read,,,,1,
13586741,525953604,3,3/03/2013,1/03/2013,library,read,,,,1,
1042546,7201389,4,27/02/2013,1/03/2013,borrowed,read,,,,1,
334643,60278250,0,27/02/2013,23/02/2013,borrowed,read,,,,1,
17086639,1743156782,4,27/01/2013,29/12/2012,owned,read,,,,1,
455925,515130974,4,,26/08/2012,"kindle, owned",read,,,,1,
915095,143034324,4,6/09/2012,30/08/2012,kindle,read,,,,1,
21745,1590860624,4,30/12/2012,29/12/2012,kindle,read,,,,1,
10631698,310330432,2,29/01/2013,27/01/2013,kindle,read,,,,1,
518848,64471837,5,10/02/2013,6/02/2013,borrowed,read,,,,1,
39508,752837494,4,4/02/2013,4/02/2013,kindle,read,,,,1,
8153840,,0,,28/01/2012,kindle,read,,,,1,
77197,055357339X,4,,26/07/2011,owned,read,,,,1,
864697,99294710,4,,2/09/2011,owned,read,,,,1,
455930,515133310,4,24/11/2012,19/11/2012,kindle,read,,,,1,
8171921,,4,26/12/2012,28/01/2012,kindle,read,,,,1,
10808013,316039772,4,30/11/2012,10/01/2012,kindle,read,,,,1,
219205,345348656,4,19/11/2012,5/11/2012,kindle,read,,,,1,
498835,752860550,4,3/11/2012,26/10/2012,kindle,read,,,,1,
132111,752836994,4,26/10/2012,23/10/2012,kindle,read,,,,1,
886660,802142907,4,20/10/2012,4/10/2012,kindle,read,,,,1,
11737278,525952640,4,23/10/2012,21/10/2012,kindle,read,,,,1,
37095,051722285X,4,17/10/2012,31/12/2011,"kindle, owned",read,,,,1,
881989,802142303,4,9/10/2012,4/10/2012,kindle,read,,,,1,
62291,055357342X,4,5/10/2012,6/09/2012,kindle,read,,,,1,
10572,553381695,4,26/08/2012,10/01/2012,kindle,read,,,,1,
220970,515128635,4,8/08/2012,3/08/2012,kindle,read,,,,1,
6898456,1402237669,4,3/08/2012,28/07/2012,kindle,read,,,,1,
433533,553269224,4,21/07/2012,14/06/2010,"kindle, owned",read,,,,1,
7011403,61931411,2,1/01/2011,24/06/2011,kindle,read,,,,1,
77395,553269216,4,16/07/2012,14/06/2010,"kindle, owned",read,,,,1,
77391,553213156,4,4/07/2012,14/06/2010,"kindle, owned",read,,,,1,
77394,553213180,4,28/06/2012,23/06/2012,"kindle, owned",read,,,,1,
65840,808516965,4,23/06/2012,14/06/2010,"kindle, owned",read,This was released as Anne of Windy Willows in Australia,,,1,
77392,553213172,5,19/06/2012,18/06/2012,kindle,read,,,,1,
47620,439703700,4,18/06/2012,5/06/2012,library,read,,,,1,
3300667,955707803,4,5/06/2012,1/06/2012,library,read,,,,1,
12919602,857895524,4,1/06/2012,30/05/2012,library,read,,,,1,
12285452,,5,30/05/2012,27/01/2012,kindle,read,,,,1,
1852646,755327764,3,22/05/2012,15/05/2012,library,read,,,,1,
9106984,075154518X,3,14/05/2012,25/04/2012,library,read,,,,1,
13049556,732293162,5,10/05/2012,3/05/2012,library,read,,,,1,
77390,553213148,5,3/05/2012,14/06/2010,"kindle, owned",read,,,,1,
8127,451528824,5,1/05/2012,25/04/2012,"kindle, owned",read,,,,1,
9915605,1742373798,4,26/04/2012,24/04/2012,library,read,,,,1,
5296443,174114213X,4,24/04/2012,20/04/2012,library,read,,,,1,
209194,7151667,3,20/04/2012,17/04/2012,library,read,,,,1,
11106481,,4,16/04/2012,28/01/2012,kindle,read,,,,1,
10999696,,5,12/04/2012,28/01/2012,kindle,read,,,,1,
11041156,,2,8/04/2012,19/03/2012,library,read,,,,1,
11497217,575105259,3,5/04/2012,3/04/2012,library,read,,,,1,
2097613,755340868,3,,26/07/2011,library,read,,,,1,
16328,1579126278,4,3/04/2012,1/04/2012,library,read,,,,1,
11890808,399157832,4,1/04/2012,27/01/2012,library,read,,,,1,
437407,99710013,2,25/03/2012,2/09/2011,owned,read,"It took me more than two years after reading Drums of Autumn to start this book, then took 4 weeks to read it - that's a long time for me to spend on one book, even one of 1400+ pages. Was it worth the time?  As I did it, it must have been, on some level, but I still couldn't say I enjoyed it.  It will probably be another two years before I read the next one, and then it will be mainly because I've already invested quite a lot of time in the series so far.<br/><br/>I read in someone else's review that they had never known an author to be so in love with her characters as Diana Gabaldon is with Claire and Jamie, and I agree with that.  I am a bit over all of their absorption, which spoils what could be a good read from an interesting premise - time travel is a fascinating area of literature and gives the author a lot of scope for characters.  <br/><br/>I'm glad it's finished and I can move on to something else.  And I'm sure the next one will be read sometime, I do want to find out what happens to them all, but it might be a while.",,,1,
102311,7111487,3,4/03/2012,2/03/2012,"kindle, owned",read,,,,1,
1017064,7161859,5,28/02/2012,18/09/2011,owned,read,,,,1,
7919310,1101010940,4,16/02/2012,13/06/2010,kindle,read,,,,1,
12683671,,4,10/02/2012,28/01/2012,kindle,read,,,,1,
8711413,1615235396,5,25/10/2011,24/10/2011,kindle,read,,,,1,
12926960,,4,26/01/2012,17/01/2012,kindle,read,,,,1,
12805321,,3,1/01/2012,29/12/2011,kindle,read,"This was a strange book, starting 25 years on from the previous Aloha Quilt, and then jumping around in no particular order.  It seemed to me that the author wanted to tie up some loose ends and this was the way to do it.  Not my favourite Elm Creek book by a long way. ",,,1,
101205,752852043,4,2/02/2012,26/01/2012,kindle,read,,,,1,
11486,671727796,4,6/02/2012,29/01/2012,"kindle, owned",read,,,,1,
9114219,,4,18/08/2011,20/08/2011,kindle,read,"I like a good detective story, and Lawrence Block writes some very good ones!",,,1,
6611077,,2,18/07/2011,20/07/2011,kindle,read,,,,1,
10199505,,4,2/08/2011,26/07/2011,kindle,read,"This is another diversion to the past of Elm Creek, taking us back to the Civil War.  While I found it interesting, it was more about war and its effects on families than the Elm Creek quilters.  Having said that, I can see how important an effect was had on all those families.",,,1,
8189475,,4,15/07/2011,15/07/2011,kindle,read,,,,1,
